Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Sep-12,Junior,,,D,HR Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,1.99,20034,21023,Human Resources,,
Sep-12,Junior,,,HEOD,Project Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,2.69,27270,29290,Programme and Project Management (PPM),,
Sep-12,Junior,,,HEOD,Operational Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,,,GOE100004,,6,27270,29290,Programme and Project Management (PPM),,
Sep-12,Junior,,,HEOD,HR Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,1,27270,29290,Human Resources,,
Mar-12,Junior,,,A(U),Senior Project Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,13.88,"52,963","66,005",Programme and Project Management (PPM),,
Mar-12,Junior,,,A,Senior Project Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,76.35,"45,380","54,595",Programme and Project Management (PPM),,
Mar-12,Junior,,,B,Project Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,99.7,"29,263","36,403",Programme and Project Management (PPM),,
Mar-12,Junior,,,HEOD,Project Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,2.69,"27,000","29,000",Programme and Project Management (PPM),,
Mar-12,Junior,,,C,Project Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,40.58,"23,197","25,952",Programme and Project Management (PPM),,
Mar-12,Junior,,,D,Project Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,18,"19,836","21,023",Programme and Project Management (PPM),,
Mar-12,Junior,,,A(U),Senior Operational Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,,,GOE100001,,18,"52,963","66,005",Programme and Project Management (PPM),,
Mar-12,Junior,,,A,Senior Operational Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,,,GOE100001,,46.8,"45,380","54,595",Programme and Project Management (PPM),,
Mar-12,Junior,,,B,Operational Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,,,GOE100003,,47.37,"29,263","36,403",Programme and Project Management (PPM),,
Mar-12,Junior,,,HEOD,Operational Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,,,GOE100004,,6,"27,000","29,000",Programme and Project Management (PPM),,
Mar-12,Junior,,,C,Operations Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,,,GOE100005,,8,"23,197","25,952",Programme and Project Management (PPM),,
Mar-12,Junior,,,A(U),Senior Finance  Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,4,"52,963","66,005",Finance,,
Mar-12,Junior,,,A,Senior Finance  Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,3,"45,380","54,595",Finance,,
Mar-12,Junior,,,B,Finance Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,14,"29,263","36,403",Finance,,
Mar-12,Junior,,,C,Finance Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,8,"23,197","25,952",Finance,,
Mar-12,Junior,,,D,Finance Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,1,"19,836","21,023",Finance,,
Mar-12,Junior,,,A(U),Senior HR Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,1,"52,963","66,005",Human Resources,,
Mar-12,Junior,,,A,Senior HR Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,2,"45,380","54,595",Human Resources,,
Mar-12,Junior,,,B,HR Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,3.88,"29,263","36,403",Human Resources,,
Mar-12,Junior,,,HEOD,HR Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,1,"27,000","29,000",Human Resources,,
Mar-12,Junior,,,C,HR Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,4.83,"23,197","25,952",Human Resources,,
Mar-12,Junior,,,D,HR Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,1.99,"19,836","21,023",Human Resources,,
Mar-12,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,PSO100036,,1,"45,380","54,595",Policy,,
Mar-12,Junior,,,B,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,PSO100036,,5,"29,263","36,403",Policy,,
Mar-12,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,PSO100036,,7.19,"23,197","25,952",Policy,,
Sep-11,Junior,,,A,Senior communications manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Communications, Content & Inclusion",,,PSO100036,,9,"45,380","54,595",Communications,,
Sep-11,Junior,,,A(U),Senior communications manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Communications, Content & Inclusion",,,PSO100036,,1,"52,963","66,005",Communications,,
Sep-11,Junior,,,A(U),Senior policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Communications, Content & Inclusion",,,PSO100036,,1,"52,963","66,005",Communications,,
Sep-11,Junior,,,B,Communications manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Communications, Content & Inclusion",,,PSO100036,,11,"29,263","36,403",Communications,,
Sep-11,Junior,,,B,Operational Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Communications, Content & Inclusion",,,PSO100036,,5,"29,263","36,403",Communications,,
Sep-11,Junior,,,B,Policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Communications, Content & Inclusion",,,PSO100036,,4,"29,263","36,403",Policy,,
Sep-11,Junior,,,C,Operations support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Communications, Content & Inclusion",,,PSO100036,,3,"23,197","25,952",Operational Delivery,,
Sep-11,Junior,,,D,Operations support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Communications, Content & Inclusion",,,PSO100036,,1,"19,836","21,023",Operational Delivery,,
Sep-11,Junior,,,A,Senior policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,IET100024,,5,"45,380","54,595",Policy,,
Sep-11,Junior,,,A(U),Senior policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,IET100024,,2,"52,963","66,005",Policy,,
Sep-11,Junior,,,B,Policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,IET100024,,5,"29,263","36,403",Policy,,
Sep-11,Junior,,,C,Operations support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,IET100024,,1,"23,197","25,952",Operational Delivery,,
Sep-11,Junior,,,D,Operations support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,IET100024,,2,"19,836","21,023",Operational Delivery,,
Sep-11,Junior,,,A,Senior policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Spectrum, Resilience & Security",,,PSO100036,,5,"45,380","54,595",Policy,,
Sep-11,Junior,,,A(U),Senior policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Spectrum, Resilience & Security",,,PSO100036,,2,"52,963","66,005",Policy,,
Sep-11,Junior,,,B,Policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Spectrum, Resilience & Security",,,PSO100036,,5,"29,263","36,403",Policy,,
Sep-11,Junior,,,C,Policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Spectrum, Resilience & Security",,,PSO100036,,1,"23,197","25,952",Policy,,
Sep-11,Junior,,,D,Operations support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Spectrum, Resilience & Security",,,PSO100036,,2,"19,836","21,023",Operational Delivery,,
Sep-11,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,43,"45,380","54,595",Policy,,
Sep-11,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,6,"52,963","66,005",Policy,,
Sep-11,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,64,"29,263","36,403",Policy,,
Sep-11,Junior,,,C,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,23,"23,197","25,952",Policy,,
Sep-11,Junior,,,D,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PSO100036,,8,"19,836","21,023",Policy,,
Sep-11,Junior,,,A,Senior Finance Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,3,"45,380","54,595",Finance,,
Sep-11,Junior,,,A(U),Senior Finance Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,2,"52,963","66,005",Finance,,
Sep-11,Junior,,,B,Finance manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,10,"29,263","36,403",Finance,,
Sep-11,Junior,,,B,Financial liaison manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,2,"29,263","36,403",Finance,,
Sep-11,Junior,,,C,Finance officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,2,"23,197","25,952",Finance,,
Sep-11,Junior,,,C,Assistant analyst,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,2,"23,197","25,952",Finance,,
Sep-11,Junior,,,D,Finance officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,PSO100036,,1,"19,836","21,023",Finance,,
Sep-11,Junior,,,A,Senior researcher,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Communications,,,GOE100001,,1,"45,380","54,595",Communications,,
Sep-11,Junior,,,A,Senior communications manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Communications,,,GOE100001,,6,"45,380","54,595",Communications,,
Sep-11,Junior,,,A(U),Senior Communications Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Communications,,,GOE100001,,1,"52,963","66,005",Communications,,
Sep-11,Junior,,,B,Communications manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Communications,,,GOE100001,,4,"29,263","36,403",Communications,,
Sep-11,Junior,,,C,Communications support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Communications,,,GOE100001,,1,"23,197","25,952",Communications,,
Sep-11,Junior,,,A,Senior policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Finance and Sponsorship,,,GOE100001,,2,"45,380","54,595",Finance,,
Sep-11,Junior,,,A,Senior finance manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Finance and Sponsorship,,,GOE100001,,3,"45,380","54,595",Finance,,
Sep-11,Junior,,,A(U),Senior Finance Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Finance and Sponsorship,,,GOE100001,,1,"52,963","66,005",Finance,,
Sep-11,Junior,,,B,Finance manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Finance and Sponsorship,,,GOE100001,,3,"29,263","36,403",Finance,,
Sep-11,Junior,,,A,Senior policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Government Services Team,,,GOE100001,,3,"45,380","54,595",Policy,,
Sep-11,Junior,,,A,Senior project manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Government Services Team,,,GOE100001,,1,"45,380","54,595",Programme and Project Management (PPM),,
Sep-11,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Government Services Team,,,GOE100001,,1,"52,963","66,005",Policy,,
Sep-11,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Government Services Team,,,GOE100001,,4,"29,263","36,403",Policy,,
Sep-11,Junior,,,B,Project manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Government Services Team,,,GOE100001,,3,"29,263","36,403",Programme and Project Management (PPM),,
Sep-11,Junior,,,C,Project support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Government Services Team,,,GOE100001,,1,"23,197","25,952",Programme and Project Management (PPM),,
Sep-11,Junior,,,A,Senior project manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE International & Dignitary Management ,,,GOE100001,,5,"45,380","54,595",Programme and Project Management (PPM),,
Sep-11,Junior,,,A(U),Senior programme manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE International & Dignitary Management ,,,GOE100001,,2,"52,963","66,005",Programme and Project Management (PPM),,
Sep-11,Junior,,,B,Project manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE International & Dignitary Management ,,,GOE100001,,7,"29,263","36,403",Programme and Project Management (PPM),,
Sep-11,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Legacy,,,GOE100001,,2,"45,380","54,595",Policy,,
Sep-11,Junior,,,A,Senior project manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Legacy,,,GOE100001,,2,"45,380","54,595",Programme and Project Management (PPM),,
Sep-11,Junior,,,A(U),Senior programme manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Legacy,,,GOE100001,,3,"52,963","66,005",Programme and Project Management (PPM),,
Sep-11,Junior,,,B,Project manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Legacy,,,GOE100001,,8,"29,263","36,403",Programme and Project Management (PPM),,
Sep-11,Junior,,,A,Assurance manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Programmes,,,GOE100001,,2,"45,380","54,595",Programme and Project Management (PPM),,
Sep-11,Junior,,,B,Policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Programmes,,,GOE100001,,1,"29,263","36,403",Policy,,
Sep-11,Junior,,,C,Programme support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Programmes,,,GOE100001,,2,"23,197","25,952",Programme and Project Management (PPM),,
Sep-11,Junior,,,A,Senior assurance manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Security and Regeneration,,,GOE100001,,0.67,"45,380","54,595",Property and asset management,,
Sep-11,Junior,,,A(U),Senior assurance manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Security and Regeneration,,,GOE100001,,1,"52,963","66,005",Property and asset management,,
Sep-11,Junior,,,B,Assurance manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Security and Regeneration,,,GOE100001,,2,"29,263","36,403",Property and asset management,,
Sep-11,Junior,,,B,Policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Security and Regeneration,,,GOE100001,,1,"29,263","36,403",Policy,,
Sep-11,Junior,,,B,Project manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Security and Regeneration,,,GOE100001,,1,"29,263","36,403",Programme and Project Management (PPM),,
Sep-11,Junior,,,A,Senior policy adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Staging,,,GOE100001,,2,"45,380","54,595",Policy,,
Sep-11,Junior,,,A(U),Senior programme manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Staging,,,GOE100001,,3,"52,963","66,005",Programme and Project Management (PPM),,
Sep-11,Junior,,,B,Project manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Staging,,,GOE100001,,3,"29,263","36,403",Programme and Project Management (PPM),,
Sep-11,Junior,,,C,Project support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Staging,,,GOE100001,,1,"23,197","25,952",Programme and Project Management (PPM),,
Sep-11,Junior,,,A,Senior Operational Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE UK Wide Operations,,,GOE100001,,6,"45,380","54,595",Operational Delivery,,
Sep-11,Junior,,,A(U),Senior Operational Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE UK Wide Operations,,,GOE100001,,3,"52,963","66,005",Operational Delivery,,
Sep-11,Junior,,,B,Operational Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE UK Wide Operations,,,GOE100001,,8,"29,263","36,403",Operational Delivery,,
Sep-11,Junior,,,A,Senior Analyst,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,PSO100036,,1,"45,380","54,595",Property and asset management,,
Sep-11,Junior,,,B,Curator,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,PSO100036,,3,"29,263","36,403",Property and asset management,,
Sep-11,Junior,,,B,Operational Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,PSO100036,,2,"29,263","36,403",Property and asset management,,
Sep-11,Junior,,,C,Curator,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,PSO100036,,2,"23,197","25,952",Property and asset management,,
Sep-11,Junior,,,C,Programme support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,PSO100036,,5,"23,197","25,952",Property and asset management,,
Sep-11,Junior,,,A,Senior HR manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,1,"45,380","54,595",Human resources,,
Sep-11,Junior,,,A(U),Senior HR manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,1,"52,963","66,005",Human resources,,
Sep-11,Junior,,,B,HR manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,3,"29,263","36,403",Human resources,,
Sep-11,Junior,,,C,HR support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,5,"23,197","25,952",Human resources,,
Sep-11,Junior,,,D,HR support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,PSO100036,,2,"19,836","21,023",Human resources,,
Sep-11,Junior,,,A(U),Senior IT manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Information Systems,,,PSO100036,,1,"52,963","66,005",Information Technology,,
Sep-11,Junior,,,B,IT manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Information Systems,,,PSO100036,,5,"29,263","36,403",Information Technology,,
Sep-11,Junior,,,C,IT support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Information Systems,,,PSO100036,,3,"23,197","25,952",Information Technology,,
Sep-11,Junior,,,A,Private secretary,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,PSO100036,,8,"45,380","54,595",Operational Delivery,,
Sep-11,Junior,,,A(U),Senior Operational manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,PSO100036,,1,"52,963","66,005",Operational Delivery,,
Sep-11,Junior,,,B,Correspondence manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,PSO100036,,9,"29,263","36,403",Operational Delivery,,
Sep-11,Junior,,,C,Diary secretary,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,PSO100036,,3,"23,197","25,952",Operational Delivery,,
Sep-11,Junior,,,C,Assistant private secretary,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,PSO100036,,7,"23,197","25,952",Operational Delivery,,
Sep-11,Junior,,,C,Correspondence manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,PSO100036,,16,"23,197","25,952",Operational Delivery,,
Sep-11,Junior,,,D,Operations support officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,PSO100036,,9,"19,836","21,023",Operational Delivery,,
Sep-11,Junior,,,A,Senior estates manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Procurement & Property Services,,,PSO100036,,1,"45,380","54,595",Property and asset management,,
Sep-11,Junior,,,A(U),Senior procurement officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Procurement & Property Services,,,PSO100036,,1,"52,963","66,005",Procurement,,
Sep-11,Junior,,,B,Procurement officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Procurement & Property Services,,,PSO100036,,2,"29,263","36,403",Procurement,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,IET100024,,1,45380,54595,Policy,,
Mar-11,Junior,,,D,Administrative Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Broadband Delivery,,,IET100024,,1,19436,21023,Policy,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Spectrum, Resilience & Security",,,IET000047,,5,45380,54595,Policy,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Spectrum, Resilience & Security",,,IET000047,,3,52963,66005,Policy,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Spectrum, Resilience & Security",,,IET000047,,9.2,29263,36403,Policy,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Spectrum, Resilience & Security",,,IET000047,,1,23197,25952,Policy,,
Mar-11,Junior,,,D,Administrative Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Broadband Spectrum, Resilience & Security",,,IET000047,,2,19436,21023,Policy,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Change Team,,,CPC100000,,1.88,45380,54595,Programme and Project Management (PPM),,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Change Team,,,CPC100000,,2.58,29263,36403,Programme and Project Management (PPM),,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Change Team,,,CPC100000,,1,23197,25952,Programme and Project Management (PPM),,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Communications, Content & Inclusion",,,IET000054,,3,45380,54595,Policy,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Communications, Content & Inclusion",,,IET000054,,2,52963,66005,Policy,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Communications, Content & Inclusion",,,IET000054,,8,29263,36403,Policy,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Communications, Content & Inclusion",,,IET000054,,3,23197,25952,Policy,,
Mar-11,Junior,,,D,Administrative Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Communications, Content & Inclusion",,,IET000054,,1,19436,21023,Policy,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PDT100000,,37.82,45380,54595,Policy,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PDT100000,,6,52963,66005,Programme and Project Management (PPM),,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PDT100000,,60.22,29263,36403,Policy,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PDT100000,,22,23197,25952,Policy,,
Mar-11,Junior,,,D,Administrative Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Departmental Flexible Pool,,,PDT100000,,6.9,19436,21023,Policy,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Evidence and Analysis Unit,,,FIN099997,,3.9,45380,54595,Statisticians,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Evidence and Analysis Unit,,,FIN099997,,1,52963,66005,Statisticians,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Evidence and Analysis Unit,,,FIN099997,,8,29263,36403,Statisticians,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Evidence and Analysis Unit,,,FIN099997,,2,23197,25952,Statisticians,,
Mar-11,Junior,,,D,Administrative Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Evidence and Analysis Unit,,,FIN099997,,1,19436,21023,Statisticians,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,FIN099998,,2,45380,54595,Finance,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,FIN099998,,1,52963,66005,Finance,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,FIN099998,,10.7,29263,36403,Finance,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,FIN099998,,6,23197,25952,Finance,,
Mar-11,Junior,,,D,Administrative Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,FIN099998,,1,19436,21023,Finance,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Communications,,,CCM200001,,2,45380,54595,Communications,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Communications,,,CCM200001,,1,52963,66005,Communications,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Communications,,,CCM200001,,1,29263,36403,Communications,,
